"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"","zero","first","team","","awards","superstar","slightest","bozo","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced","","freedoms","erupts","","superstar","irving","ruled","team","vaccine","choice","","","","","","","","","","","","","","","","","","","","","","",""
"","forced","","freedoms","erupts","","superstar","irving","ruled","team","vaccine","choice","","","","","","","","","","","","","","","","","","","","","","",""
"breaking","","superstar","banned","team","vaccine","","","fqwfkpykrd","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tim_nba","","year","","looking","superstar","trend","keeps","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","byronisback","well","tried","sucking","straight","years","","","every","years","every","","player","","","promise","","superstar","gonna","come","especially","randle","knicks","prove","last","year","wasn’t","fluke","young","core","continues","","better",""
"effizzzyy","superstar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"brooklyn","nets","","kyrie","irving","","play","","full","time","","superstar","previously","considered","playing","road","games","possibly","avoid","","york","mandate","requirin","","","","","","","","","","","",""
"","greatest","basketball","player","luol","deng","","rookie","first","team","twice","star","legend","chicago","bulls","modern","","superstar","british","sport","brits","","heard","","","","","","","","","","","",""
"","literally","saying","years","","need","","winning","lotto","numbers","tonight","","","","simmons","wants","treated","like","superstar","long","sixers","gave","","","","","","","","","","","","",""
"sunnnytv","rtnba","even","","roster","spots","nepotism","like","world","giannis","brothers","","roster","spot","brother","superstar","every","","world","know","someone","","","","","","","","","","","","","",""
"","forced","","freedoms","erupts","","superstar","irving","ruled","team","vaccine","choice","","","","","","","","","","","","","","","","","","","","","","",""
"pray","","","","release","youngboy","","chale","nigger","","","progress","offer","music","industry","proper","superstar","","","","","","","","","","","","","","","","","",""
"needed","","","head","coach","","provided","evidence","","different","breed","","superstar","","","","","","","","","","","","","","","","","","","","","",""
"breaking","","superstar","banned","team","vaccine","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"folks","just","like","","","porve","superstar","every","night","less","","garland","","game","ball","","","","","","","","","","","","","","","","","","","",""
"yeah","","easy","","","best","best","superstars","find","ways","","success","","superstar","","crack","code","","","","","","","","","","","","","","","","","",""
"","superstar","banned","team","vaccination","status","","","xfklbqftvv","","","","","","","","","","","","","","","","","","","","","","","","","",""
"thenflchick","","huge","","","trust","kyrie","superstar","league","","","best","","","ever","seen","since","leaving","cleveland","kyrie","attitude","willingness","play","flakey","best","","","","","","","","","",""
"","argument","kyrie","superstar","city","","team","","players","general","public","","fans","","","town","","","","mitchell","simmons","","kyrie","gona","","","","","","","","","","",""
"","superstar","kyrie","irving","benched","","refusing","","vaccine","","","","","","","","","","","","","","","","","","","","","","","","","",""
"boardroom","utahjazz","","dwyanewade","","league","seems","become","norm","superstar","athletes","choosing","follow","ncaa","route","good","","providing","alternative","restrictive","nature","ncaa","system","profiting","athletes","free","free","tuition","","gone","long","","","",""
"tyler","herro","believes","belongs","","alongside","luka","doncic","trae","young","","morant","","","","","","","","","","","","","","","","","","","","","","",""
"hate","","take","daughter","","everyone","wants","talk","basketball","take","photo","daughter","","just","","doesn’t","know","different","jimmy","butler's","newfound","perspective","stardom","","","","swbtdcpyvv","","","","","","","",""
"","superstar","previously","considered","playing","road","games","possibly","avoid","","york","mandate","requiring","","athletes","vaccinated","","","mnleurkbgx","","","kyrie","fine","","plenty","money","","","","","","","","",""
"","star","sure","superstar","eyes","","think","level","lebron","steph","","","","","","","","","","","","","","","","","","","","","","","","",""
"many","players","consider","superstar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"thenflchick","","comes","measure","superstars","talent","popularity","kyrie","sure","superstar","popularity","wise","like","reeta","said","barely","keeps","","","","","kids","love","kyrie","talent","wise","superstar","tier","","handful","guys","","","",""
"","","","","another","casual","bronsexual","educate","shaq","","star","","","","antawn","mention","solid","players","team","real","superstar","trash","easily","","year","","just","","","","","","","",""
"suggest","kyrie","","superstar","","involved","just","every","major","","event","past","half","decade","insanity","","","","","","","","","","","","","","","","","","","",""
"","know","much","credit","nets","deserve","open","ridiculous","notion","part","time","player","know","telling","superstar","caliber","","player","easy","helluva","","","","","namyegnxyx","","","","","","","","","",""
"great","point","feel","like","criteria","superstar","include","visibility","outside","","onhere","","four","doubt","superstars","","trae","close","","playoff","coming","party","summer","","","zluxxfdmjw","","","","","","","","",""
"kyrie","definitely","superstar","grading","scale","signature","shoe","","performer","time","shot","credit","ring","superstar","","","","","","","","","","","","","","","","","","","","",""
"thenflchick","people","subjective","views","just","like","makes","great","","","","superstar","player","","best","player","","contender","others","","feel","differently","","","","","","","","","","","","",""
"casual","","watcher","consider","kyrie","superstar","people","define","superstar","though","subjective","","","","","","","","","","","","","","","","","","","","","","","",""
"breaking","","superstar","banned","team","vaccine","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
